"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Porphobilinogen","Com_743_neg","Porphobilinogen","C10 H14 N2 O4",244.10601,4.942,289.10426,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines",394702.0176,441347.5605,527064.4305,550813.363399999,1112245.92,2579895.931,695663.4973,1147950.195,19.9987577135701,18.783193291384,1.21556442218606,0.0310587747778945,0.116030636965588,"up",1.37008006786502
"LPE 20:4","Com_704_neg","LPE 20:4","C25 H44 N O7 P",501.2858,9.085,500.27853,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",20356110.44,14352991.87,13388491.07,11330172.91,17190082.01,10361647.96,14034433.53,24806587.43,23.8160354431553,23.9094322620698,-0.0933968189144494,0.761189267178347,0.435898932491732,"stable",0.226705207280101
"10-Nitrolinoleate","Com_357_neg","10-Nitrolinoleate","C18 H31 N O4",325.22521,6.5,324.21793,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",63911806.55,63775156.12,62644117.78,60016227.07,54213161.2100001,55705725.3800001,79224017.94,60872213.9499999,25.8722052809777,25.918915344678,-0.0467100637003242,0.656453154992897,0.399906736092956,"stable",0.288198340686649
"Thymidine 5'-diphosphate","Com_2655_neg","Thymidine 5'-diphosphate","C10 H16 N2 O11 P2",402.02309,4.544,401.01582,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside diphosphates",23249896.85,23335495.77,29976163.94,23623093.97,30078971.74,43898687.69,33607695.72,36093302.05,24.9662274155661,24.5946853997659,0.37154201580023,0.101060647102504,0.171957279105209,"stable",1.13736853255365
"PC 16:0_16:1","Com_90_neg","PC 16:0_16:1","C40 H78 N O8 P",777.55379,11.732,776.54651,"No results","Invalid mass","No results",NA,NA,NA,NA,765520881,579011212.9,453144103.2,342379586.4,305028247.5,382261415.6,542034536.3,364554272.3,28.5001482611833,29.1254257352946,-0.625277474111339,0.0793993390801184,0.160349944068193,"stable",1.42787685403161
"LPE 22:6","Com_1142_neg","LPE 22:6","C27 H44 N O7 P",525.28567,9.034,524.2784,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",15300929.09,11458979.43,9994953.18999999,8084591.157,12277163.19,7833316.617,9888058.804,16883882.05,23.3287616698636,23.5232865083169,-0.194524838453336,0.506021416043655,0.342550428532682,"stable",0.499013542231835
"N-lactoyl-phenylalanine","Com_1588_neg","N-lactoyl-phenylalanine","C12 H15 N O4",237.10021,5.779,236.09294,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Phenylalanine and derivatives",3170959.76,2810741.129,3300867.327,3121053.107,4495752.645,7522407.38299999,6388909.34099999,10095863.13,22.4781789744605,21.5578070057217,0.920371968738859,0.0335133616433528,0.119204317966169,"up",1.36286439687392
"4-Hydroxyisoleucine","Com_119_neg","4-Hydroxyisoleucine","C6 H13 N O3",147.08948,5.064,146.0822,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Isoleucine and derivatives",129417034.3,140752646,164325074.9,131566303.1,124858134.6,169659070.1,145162539.2,174364786.8,27.1391240234477,27.1026721619224,0.0364518615253218,0.803730861583278,0.44931454536434,"stable",0.198359937190491
"Asp-Glu","Com_1037_neg","Asp-Glu","C9 H14 N2 O7",262.07994,1.473,261.07267,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",26089695.51,33438966.31,41174969.79,32810497.2,32017546.53,35371047.4,37573348.48,28333610.26,24.979059322262,24.9757559804183,0.00330334184367231,0.988174570400665,0.500788577968528,"stable",0.0160140518096314
"S-Lactoylglutathione","Com_1828_neg","S-Lactoylglutathione","C13 H21 N3 O8 S",379.10505,3.377,378.09778,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",10921090.89,15063132.02,14061246.23,11993882.19,14425065.83,5865331.78200001,5047979.517,4702626.196,22.8427922161712,23.6567844013778,-0.813992185206573,0.073500667648624,0.156397177346103,"stable",1.16024515840503
"LPC 18:0","Com_550_neg","LPC 18:0","C26 H54 N O7 P",569.36963,10.335,568.36235,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",64050051.19,53217948.01,34964758.94,30528983.22,32070429.61,22685281.29,30215588.35,71937617.73,25.0365405018007,25.5525013862137,-0.515960884413012,0.227780868938915,0.232171285584651,"stable",0.890221781650309
"LPE 16:1","Com_563_neg","LPE 16:1","C21 H42 N O7 P",451.27005,8.863,450.26278,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",32009649.76,26055072.04,24133120.08,16071013.64,24589229.17,17042716.5,10128319.03,44059520.24,24.2353949213657,24.6971918586588,-0.461796937293069,0.273233121574306,0.247884892408422,"stable",0.723826570929468
"L-serine","Com_739_neg","L-serine","C3 H7 N O3",105.04256,1.246,140.01193,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Serine and derivatives",11928900.07,22269080.14,12039242.54,15653877.98,24814659.94,24841985.32,8605015.124,23843439.23,24.1149637132507,23.8125792026619,0.302384510588809,0.50286007950708,0.341557575869917,"stable",0.521235485835613
"Guanosine 5'-diphosphate (GDP)","Com_900_neg","Guanosine 5'-diphosphate (GDP)","C10 H15 N5 O11 P2",443.02429,1.868,442.01701,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",153113314.1,144513877.6,179524514.8,186606690.1,192452924.2,174776869.7,177422663.9,171785674.1,27.426988881168,27.2387543068134,0.188234574354524,0.172718091445639,0.207021231316729,"stable",1.37494441425683
"Adenosine triphosphate (ATP)","Com_91_neg","Adenosine triphosphate (ATP)","C10 H16 N5 O13 P3",506.99578,1.54,505.9885,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside triphosphates",1101837376,1457071065,1655392265,1658204763,1604004037,1946007447,1899342119,1931024895,30.7466896001205,30.3674047445234,0.379284855597049,0.14919847201284,0.195267865077004,"stable",1.42463322780735
"LPE 20:5","Com_1552_neg","LPE 20:5","C25 H42 N O7 P",499.27,8.633,498.26272,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",13301922.82,8428327.65499999,9015512.42300001,7334453.60700001,11665495.26,5577121.837,7901578.222,18444070.85,23.1486909656831,23.2586415008666,-0.109950535183511,0.772460677683979,0.439516645700551,"stable",0.206905502608079
"Capryloylglycine","Com_140_neg","Capryloylglycine","C10 H19 N O3",201.13656,5.805,200.12928,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",115653526.1,136804469,107266765.6,92451439.2699999,119739328.3,136455232.9,163447489.6,150933613.6,26.9549915277883,26.8298006816911,0.125190846097222,0.50749705942634,0.343011591040046,"stable",0.475076021854107
"LPE 22:5","Com_1137_neg","LPE 22:5","C27 H46 N O7 P",527.30144,9.125,526.29416,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",14401050.86,14111877.34,9225044.561,9620655.937,9132280.72999999,7393066.14800001,8158870.558,11536491.93,23.1115256548256,23.5557339314959,-0.444208276670359,0.153097539614896,0.196819016311316,"stable",1.28991666151474
"Biopterin","Com_20_neg","Biopterin","C9 H11 N5 O3",237.08575,6.245,236.07847,"No results","No results","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Biopterins and derivatives",16828949.31,109794645.5,23144053.97,8211613.90399999,16987442.99,31419849.93,28889024.69,13055695.53,24.0629133675696,25.0596041617991,-0.99669079422949,0.359712532089651,0.288325867205211,"stable",0.917883700665593
"Gly-Phe","Com_410_neg","Gly-Phe","C11 H14 N2 O3",222.10046,5.246,221.0932,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",11092814.51,15895130.6,9695661.027,10477148.76,10979797.18,10658883.99,10698359.44,3492641.643,23.0282834772207,23.511370495675,-0.483087018454249,0.258696040769734,0.243248640200904,"stable",0.782593432100411
"2-(Formylamino)Benzoic Acid","Com_2335_neg","2-(Formylamino)Benzoic Acid","C8 H7 N O3",165.04267,5.791,164.0354,"No results","No results","Full match",NA,NA,NA,NA,11823333.21,11445304.26,11029138.53,8723407.578,8668816.91700001,10588408.3,9759866.83000001,10710059.17,23.2021479188093,23.4460675771374,-0.24391965832805,0.0174581148218736,0.102962402216814,"stable",1.469120896784
"ADP-ribose","Com_742_neg","ADP-ribose","C15 H23 N5 O14 P2",559.07205,4.46,558.06484,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",7422222.51700001,6922301.507,12317513.51,17952582.05,16564798.66,12228757.33,8636791.67300001,9984237.37100001,23.583272937418,23.033482630352,0.549790307065944,0.167016688025058,0.203902103569182,"stable",1.10874736202877
"2-Isopropylmalate","Com_5750_neg","2-Isopropylmalate","C7 H12 O5",176.06857,5.424,175.06129,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",6457932.314,5082886.025,6440514.77,5260360.899,6484852.055,5696414.473,5624867.889,6251024.686,22.4792088646811,22.506200637406,-0.0269917727249123,0.845369187977124,0.46184143792925,"stable",0.195932841770264
"LPC O-16:1","Com_4759_neg","LPC O-16:1","C24 H50 N O6 P",525.34289,10.042,524.33561,"No results","Invalid mass","No results",NA,NA,NA,NA,5449957.571,124453751,94449924.14,58601753,4193456.897,39851077.27,33278390.17,103084947.9,24.9319210460872,25.2539647807202,-0.322043734632985,0.85626698404526,0.465026496559362,"stable",0.174615477648972
"L-beta-Imidazolelactic acid","Com_1859_neg","L-beta-Imidazolelactic acid","C6 H8 N2 O3",156.05343,1.454,155.04615,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",1041268.479,1655480.588,1626519.707,2351654.335,2354209.85,3392296.628,2525650.38,3183431.184,21.3792523275552,20.4273620676494,0.951890259905731,0.0290542566445249,0.113954664381866,"up",1.7246497344979
"Spiculisporic Acid","Com_4460_neg","Spiculisporic Acid","C17 H28 O6",328.18888,6.454,327.18151,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",2082522.621,2778098.795,2293387.227,2254662.752,2017389.221,1901819.596,2305808.011,2427084.742,21.0510242463042,21.1748719158262,-0.123847669522004,0.433539431698872,0.317970237532614,"stable",0.746143066536333
"N-Carbamyl-L-glutamicacid","Com_2078_neg","N-Carbamyl-L-glutamicacid","C6 H10 N2 O5",190.05891,1.484,171.04106,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes",18814552.55,21643589.18,6786462.657,7358747.994,3523543.732,4330662.107,15226649.24,20877511.69,22.9562644740431,23.7423368089657,-0.786072334922562,0.327021293030953,0.273393964562667,"stable",0.762971274266184
"LPE 18:2","Com_2409_neg","LPE 18:2","C23 H44 N O7 P",477.28556,9.153,476.27829,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",10158719.21,6945871.136,6739900.575,6051915.638,7616161.72999999,4838736.96,4902542.877,12177776.13,22.6717276784797,22.8960784263492,-0.224350747869543,0.499420590127498,0.340469737178316,"stable",0.490944219567823
"Inosine","Com_1212_neg","Inosine","C10 H12 N4 O5",268.08069,3.57,267.07342,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",7259072.36899999,8194225.097,5993373.89499999,7174572.02,7853273.73200001,8630652.402,5598746.945,37020918.36,23.2557744352812,22.7574889368247,0.498285498456465,0.369151871804927,0.292419535568974,"stable",0.590522599697504
"LPC O-15:1","Com_7188_neg","LPC O-15:1","C23 H48 N O6 P",511.32724,9.475,510.31997,"No results","Invalid mass","No results",NA,NA,NA,NA,3727233.878,3394076.214,2647790.36,2390973.874,3360279.938,1754943.422,1996426.811,5476371.465,21.3852175301598,21.6202063061011,-0.2349887759413,0.505271359829151,0.342315469054894,"stable",0.452817343146809
"LPE 18:3","Com_3107_neg","LPE 18:3","C23 H42 N O7 P",475.27019,8.777,474.26291,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",636031.256099999,478790.5231,650090.731800001,364651.6259,736229.5325,417545.9255,520647.8996,650609.589400001,18.9877823680541,19.1526849236231,-0.164902555568936,0.512508291304792,0.344566962756817,"stable",0.473618065302354
"13-HPODE","Com_8050_neg","13-HPODE","C18 H32 O4",312.23022,6.95,311.22294,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",4651225.06,4699190.177,4500781.795,4558647.872,4599090.943,4052238.407,4705238.651,4814812.76099999,22.1136528392311,22.138301411629,-0.024648572397922,0.621174550984319,0.386726581248547,"stable",0.332523260184348
"Dibutyl sebacate","Com_2805_neg","Dibutyl sebacate","C18 H34 O4",314.24517,8.274,313.23774,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",8019617.17800001,8704205.476,7297652.245,6818135.623,6956857.85099999,5766786.96,6325687.51699999,5693203.32,22.5847773251783,22.9291280320211,-0.344350706842807,0.0177709106353046,0.103402280567195,"down",1.63519760259965
"Monobutyl phthalate","Com_128_neg","Monobutyl phthalate","C12 H14 O4",222.08925,6.412,221.08198,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",267273670.5,237870462.6,254308540.5,252295339.3,244003336.1,216654370.4,257488415.3,202047396.9,27.7987469705736,27.9137826834678,-0.115035712894169,0.217003987968155,0.227859118901323,"stable",0.862510422134485
"LPE 14:0","Com_2114_neg","LPE 14:0","C19 H40 N O7 P",425.25445,8.631,424.24717,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",3088866.333,2241389.682,2162085.125,1338781.998,1703563.725,1273118.763,827402.7911,3749167.481,20.56578376601,21.2328666562332,-0.667082890223199,0.148171064345454,0.194849771174139,"stable",0.955294102882053
"LPE 20:0","Com_4524_neg","LPE 20:0","C25 H52 N O7 P",509.34808,11.005,508.3408,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",2799895.299,2505154.872,1904785.385,1131124.43,1412100.48,1266486.55,1007706.928,2705242.73,20.424221832207,21.1782022796369,-0.753980447429861,0.0453678579788768,0.131321099881357,"down",1.29957216414103
"Lipoic acid","Com_800_neg","Lipoic acid","C8 H14 O2 S2",206.04255,3.299,205.03527,"Full match","No results","Full match","Organoheterocyclic compounds","Dithiolanes","Lipoic acids and derivatives","Lipoic acids and derivatives",41524681.4,48837667.21,67401522.19,55760245.04,48060492.0300001,42080956.12,125375305.2,44416249.59,25.7768016025682,25.6184115183661,0.158390084202093,0.671018644981579,0.405184649330282,"stable",0.30547135592912
"Lysops 22:6","Com_2698_neg","Lysops 22:6","C28 H44 N O9 P",569.27328,8.959,568.266,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","2-acyl-sn-glycero-3-phosphoethanolamines",27212887.47,21378219.15,21786681.98,9307424.42500001,32958645.55,8984297.913,1875742.376,2782879.32,22.6940511405396,24.4747894041144,-1.78073826357481,0.0706941175229776,0.154363744270211,"stable",1.18164703607095
