"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"2-Phosphoglyceric acid","Com_18485_neg","2-Phosphoglyceric acid","C3 H7 O7 P",185.99295,2.754,184.98567,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",1697227.804,1564560.683,1302251.28,1365965.439,2035371.342,2207050.526,20.8040127924527,20.5282171324234,0.275795660029335,0.472949180476061,0.435858304089432,"stable",0.822369143114305
"PC 17:0_18:1","Com_18593_neg","PC 17:0_18:1","C43 H84 N O8 P",819.5959,11.718,818.58862,"No results","Invalid mass","No results",NA,NA,NA,NA,260461.0165,43547.0061,135261.8333,102629.1879,98073.43923,458107.5786,17.3446611077965,16.8154630452172,0.52919806257929,0.634080508986307,0.492694078461414,"stable",0.405953713488461
"3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","Com_18716_neg","3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","C13 H8 F2 N2 O2 S2",325.99879,8.53,324.99152,"Full match","No results","No results",NA,NA,NA,NA,81887.21326,82496.96837,73556.71823,64086.31716,68982.67843,338306.4213,16.8032154352087,16.2733245162024,0.52989091900627,0.591092499592547,0.475163163493615,"stable",0.531232730892693
"LNAPE 16:1/N-18:0","Com_18743_neg","LNAPE 16:1/N-18:0","C39 H76 N O8 P",1435.06265,7.05,716.52405,"No results","Invalid mass","No results",NA,NA,NA,NA,2217852.676,2251446.28,1274643.656,1046354.99,1440434.706,2352592.996,20.5402780381346,20.8216050923552,-0.281327054220561,0.683583938704632,0.511484918847064,"stable",0.511927013243423
"Gly-Tyr-Ala","Com_18746_neg","Gly-Tyr-Ala","C14 H19 N3 O5",309.13215,4.764,308.12488,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",262090.6417,222881.9625,290848.0679,405681.8933,214066.6365,286243.7503,18.1548581637868,17.9718442837038,0.183013880083067,0.49953118308324,0.444412378536962,"stable",0.501231865656489
"Phosphopyruvic acid","Com_18793_neg","Phosphopyruvic acid","C3 H5 O6 P",167.98223,2.614,166.97495,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Phosphate esters",3144090.158,1943048.174,2103091.44,1846187.138,2464182.102,2783831.501,21.1524784239496,21.1593938480887,-0.00691542413908408,0.987166786325584,0.601911794177466,"stable",0.0206842862771346
"lithocholic acid","Com_19192_neg","lithocholic acid","C24 H40 O3",376.2975,9.068,375.29022,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives",392718.8656,530608.192,426154.654800001,295543.709,174028.3555,404178.2805,18.0688690413815,18.7671474559114,-0.698278414529842,0.272092719144894,0.358396847775991,"stable",1.12734827167683
"PE O-21:2_16:1","Com_19221_neg","PE O-21:2_16:1","C42 H80 N O7 P",741.56581,8.823,740.55853,"No results","Full match","No results",NA,NA,NA,NA,218647.5268,301515.1232,202194.3452,325410.4464,243928.1837,243492.9454,18.0338394737901,17.8551671561402,0.178672317649923,0.559905130734308,0.464268078422336,"stable",0.613845230970911
"DL-Panthenol","Com_19243_neg","DL-Panthenol","C9 H19 N O4",205.13154,5.423,204.12427,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",150606.9504,180624.1811,381186.8641,170178.943,312154.155,494123.2913,18.1810345635603,17.734399741698,0.44663482186229,0.131925100645697,0.29144472001399,"stable",0.574883106544794
"4-Hydroxybenzoic acid","Com_19332_neg","4-Hydroxybenzoic acid","C7 H6 O3",138.02891,5.12,137.02164,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",256605.7525,250955.2686,307699.9794,343833.4159,202782.0818,336441.683,18.1269726071283,18.0458098392148,0.0811627679135505,0.73866907666574,0.530822946969279,"stable",0.250734997643905
"Palmitic acid","Com_1368_neg","Palmitic acid","C16 H32 O2",256.24021,0.42,255.23294,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9882050.103,11301420.54,9502721.552,9941007.638,10134746.8,12040961.84,23.3464048923585,23.2820963513981,0.0643085409603437,0.703820001914071,0.518771409824324,"stable",0.443590896466418
"L-Cysteine-glutathione gisulfide","Com_60_neg","L-Cysteine-glutathione gisulfide","C13 H22 N4 O8 S2",426.08817,1.437,425.0809,"No results","No results","Full match",NA,NA,NA,NA,178795661.7,209304931.8,301445269.9,485359839.8,318071830.1,825710164.1,28.906772362554,27.7406961353906,1.16607622716336,0.0535237084034639,0.252551165872018,"stable",1.30774977734578
"S-(Methyl)Glutathione","Com_163_neg","S-(Methyl)Glutathione","C11 H19 N3 O6 S",321.09941,2.738,320.09213,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",111242871.5,152243599.8,103056483.8,133683126.5,67241834.86,20782144.37,25.7686463612887,26.8432680074218,-1.07462164613311,0.286034866001485,0.362562070608786,"stable",0.923853232733261
"AICA ribonucleotide","Com_78_neg","AICA ribonucleotide","C9 H15 N4 O8 P",338.0627,1.487,337.05544,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Imidazole ribonucleosides and ribonucleotides","1-ribosyl-imidazolecarboxamides","1-ribosyl-imidazolecarboxamides",1229421.865,1194438.764,1317355.945,296475757.3,9601529.20200001,20483408.52,25.2087080454148,20.2488879526814,4.95982009273344,0.0807859281696625,0.26591501846175,"stable",1.42072599593832
"LPE 18:0","Com_135_neg","LPE 18:0","C23 H48 N O7 P",481.3171,10.238,480.30982,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",201813725.3,169552523.3,125002487.5,86500635.1800001,83727256.99,202228036.8,26.7589364003955,27.2743292105026,-0.515392810107105,0.485617450360143,0.440010210577094,"stable",0.807918810861985
"3-Hydroxyanthranilic acid","Com_2171_neg","3-Hydroxyanthranilic acid","C7 H7 N O3",153.04262,6.12,152.03533,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",4912244.274,5967079.44199999,6352228.364,7570767.228,5991344.692,4364887.199,22.4746564756976,22.4451252583254,0.0295312173722202,0.938086076157742,0.589630963575032,"stable",0.0956845505061732
"7-Methylxanthine","Com_305_neg","7-Methylxanthine","C6 H6 N4 O2",166.04766,1.348,165.04038,"Invalid mass","No results","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",32346371.47,35480406.79,39621932.6,45021860.39,38482949.81,43932390.97,25.3368733578513,25.0891385592049,0.247734798646327,0.164065096921971,0.310249256961717,"stable",1.24177013367313
"2-Furoic acid","Com_246_neg","2-Furoic acid","C5 H4 O3",112.01604,2.065,111.00876,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",422989743.1,386483033.5,414330238.2,463810456.5,305817788.4,382393380.3,28.4958464991592,28.6026943842488,-0.1068478850896,0.514195844252119,0.448950975157442,"stable",0.477382813349895
"Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","Com_62_neg","Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","C20 H31 N4 O16 P",614.14949,2.314,613.14221,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",1114561876,1313314481,1287451629,949022950.299999,806110460.3,1028711670,29.7821538560643,30.2020886408692,-0.419934784804965,0.100887328504541,0.273330971080915,"stable",1.41942319117544
"N-Acetyl-L-leucine","Com_231_neg","N-Acetyl-L-leucine","C8 H15 N O3",173.10529,5.387,172.09801,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Leucine and derivatives",92529145.93,102711688.2,84325175.5700001,102737386.2,122000195.7,112183889.3,26.7393281733009,26.4689632477346,0.270364925566327,0.0709127532304461,0.26212356412706,"stable",1.29294130923881
"LPE 18:1","Com_214_neg","LPE 18:1","C23 H46 N O7 P",479.3014,9.668,478.29412,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",89881679.14,69392608.29,56599030.81,43109307.24,40344676.35,100703944,25.7376386564364,26.074692137712,-0.337053481275614,0.625251277777114,0.489189663663824,"stable",0.564119886241252
"Hypotaurine","Com_3674_neg","Hypotaurine","C2 H7 N O2 S",109.01999,1.304,263.03845,"No results","No results","Full match","Organic acids and derivatives","Sulfinic acids and derivatives","Sulfinic acids","Sulfinic acids",492348.3756,508506.8247,483670.4897,562816.3602,518730.8373,599922.194100001,19.0937824104502,18.9162975250917,0.177484885358581,0.162191809946221,0.309157188446053,"stable",1.34499152866643
"Reduced nicotinamide adenine dinucleotide","Com_182_neg","Reduced nicotinamide adenine dinucleotide","C21 H29 N7 O14 P2",665.12563,2.153,664.11836,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",1402781474,546514557.099999,335741458.1,1907759133,1533771601,1700443126,30.6689773370524,29.2447010915028,1.42427624554966,0.121811396822423,0.285916091482999,"stable",1.25936277545323
"Allantoin","Com_355_neg","Allantoin","C4 H6 N4 O3",158.04409,1.359,315.08104,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles",68915132.4400001,88046564.1300001,90738070.5999999,128517620.2,118759383.1,83695572.7,26.6931683892265,26.2884284960954,0.404739893131097,0.301856360141136,0.366924060773552,"stable",1.10272894266509
"Glu-Gln","Com_463_neg","Glu-Gln","C10 H17 N3 O6",275.11171,1.442,274.10443,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8145559.801,9487712.107,9736897.24100001,37147480.96,65729570.2899999,18192711.61,25.077885839966,23.1167473030202,1.96113853694576,0.0721832265332947,0.262662913104114,"stable",1.45352472834372
"Adenylosuccinic acid","Com_306_neg","Adenylosuccinic acid","C14 H18 N5 O11 P",463.07457,4.671,462.06733,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",218743587.1,282011370.1,297527033.8,191608590.3,117020611.7,132764509.3,27.1000229067214,27.9747630298833,-0.874740123161914,0.125565346162871,0.288046978162076,"stable",1.43693053666399
"Tetradecanedioic acid","Com_6350_neg","Tetradecanedioic acid","C14 H26 O4",258.18323,7.131,257.17596,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",2839187.294,2850508.194,2948513.621,2714022.065,3257474.084,2601928.613,21.4394910797995,21.4571302461996,-0.0176391664000946,0.887572560168193,0.576174457330304,"stable",0.144519902286335
"Porphobilinogen","Com_743_neg","Porphobilinogen","C10 H14 N2 O4",244.10601,4.942,289.10426,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines",394702.0176,441347.5605,527064.4305,2579895.931,695663.4973,1147950.195,20.2791800521029,18.783193291384,1.49598676071893,0.137629933973225,0.294285617753956,"stable",1.32601186310207
"LPE 20:4","Com_704_neg","LPE 20:4","C25 H44 N O7 P",501.2858,9.085,500.27853,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",20356110.44,14352991.87,13388491.07,10361647.96,14034433.53,24806587.43,23.870479193808,23.9094322620698,-0.0389530682617725,0.948877815960043,0.592395789032054,"stable",0.0780774712625906
"10-Nitrolinoleate","Com_357_neg","10-Nitrolinoleate","C18 H31 N O4",325.22521,6.5,324.21793,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",63911806.55,63775156.12,62644117.78,55705725.3800001,79224017.94,60872213.9499999,25.9433457719787,25.918915344678,0.0244304273006648,0.886483782195082,0.575874690448814,"stable",0.132298837792185
"Thymidine 5'-diphosphate","Com_2655_neg","Thymidine 5'-diphosphate","C10 H16 N2 O11 P2",402.02309,4.544,401.01582,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside diphosphates",23249896.85,23335495.77,29976163.94,43898687.69,33607695.72,36093302.05,25.1650635234787,24.5946853997659,0.570378123712739,0.0941957083821994,0.270784436821994,"stable",1.43251835382222
"PC 16:0_16:1","Com_90_neg","PC 16:0_16:1","C40 H78 N O8 P",777.55379,11.732,776.54651,"No results","Invalid mass","No results",NA,NA,NA,NA,765520881,579011212.9,453144103.2,382261415.6,542034536.3,364554272.3,28.6551174164912,29.1254257352946,-0.47030831880344,0.227279061901764,0.342480899861075,"stable",1.06056211489468
"LPE 22:6","Com_1142_neg","LPE 22:6","C27 H44 N O7 P",525.28567,9.034,524.2784,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",15300929.09,11458979.43,9994953.18999999,7833316.617,9888058.804,16883882.05,23.3825303512932,23.5232865083169,-0.140756157023699,0.804200541760432,0.551923870161292,"stable",0.306618391002519
"N-lactoyl-phenylalanine","Com_1588_neg","N-lactoyl-phenylalanine","C12 H15 N O4",237.10021,5.779,236.09294,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Phenylalanine and derivatives",3170959.76,2810741.129,3300867.327,7522407.38299999,6388909.34099999,10095863.13,22.9057207221986,21.5578070057217,1.34791371647695,0.00968973151400903,0.185874456821335,"up",1.58873418767113
"4-Hydroxyisoleucine","Com_119_neg","4-Hydroxyisoleucine","C6 H13 N O3",147.08948,5.064,146.0822,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Isoleucine and derivatives",129417034.3,140752646,164325074.9,169659070.1,145162539.2,174364786.8,27.2762302500832,27.1026721619224,0.173558088160821,0.25284284884012,0.352079095883885,"stable",0.920863175393529
"Asp-Glu","Com_1037_neg","Asp-Glu","C9 H14 N2 O7",262.07994,1.473,261.07267,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",26089695.51,33438966.31,41174969.79,35371047.4,37573348.48,28333610.26,24.9984276889296,24.9757559804183,0.0226717085112611,0.945113953888949,0.591435734840285,"stable",0.082834828177006
"S-Lactoylglutathione","Com_1828_neg","S-Lactoylglutathione","C13 H21 N3 O8 S",379.10505,3.377,378.09778,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",10921090.89,15063132.02,14061246.23,5865331.78200001,5047979.517,4702626.196,22.3053637141948,23.6567844013778,-1.35142068718301,0.0271415658463363,0.220615594791006,"down",1.61093978147336
"LPC 18:0","Com_550_neg","LPC 18:0","C26 H54 N O7 P",569.36963,10.335,568.36235,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",64050051.19,53217948.01,34964758.94,22685281.29,30215588.35,71937617.73,25.1280953199219,25.5525013862137,-0.424406066291823,0.63211136106227,0.491916675443143,"stable",0.585529168477468
"LPE 16:1","Com_563_neg","LPE 16:1","C21 H42 N O7 P",451.27005,8.863,450.26278,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",32009649.76,26055072.04,24133120.08,17042716.5,10128319.03,44059520.24,24.2291646141379,24.6971918586588,-0.468027244520933,0.562886401099714,0.465213738335216,"stable",0.576098194370843
"L-serine","Com_739_neg","L-serine","C3 H7 N O3",105.04256,1.246,140.01193,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Serine and derivatives",11928900.07,22269080.14,12039242.54,24841985.32,8605015.124,23843439.23,24.0367041497798,23.8125792026619,0.224124947117932,0.805262066580181,0.552250067563374,"stable",0.313862250267946
