"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Gly-Phe","Com_410_neg","Gly-Phe","C11 H14 N2 O3",222.10046,5.246,221.0932,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",5191759.77899999,11169084.41,27100952.18,37826803.73,20712414.09,10715419.59,24.2766943090521,23.4708799985727,0.805814310479416,0.575194833680401,0.538067377628698,"stable",0.766577727635338
"2-(Formylamino)Benzoic Acid","Com_2335_neg","2-(Formylamino)Benzoic Acid","C8 H7 N O3",165.04267,5.791,164.0354,"No results","No results","Full match",NA,NA,NA,NA,12100284.15,10927184.62,9268903.29200001,11139468.78,9622087.251,1077395.097,22.2154038414106,23.3513077371843,-1.13590389577366,0.367901595497292,0.487738941158835,"stable",0.83666242776995
"ADP-ribose","Com_742_neg","ADP-ribose","C15 H23 N5 O14 P2",559.07205,4.46,558.06484,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",5854048.23,7022405.205,4273137.321,4091006.678,3967981.788,3503895.896,21.874842305371,22.4171337548087,-0.542291449437688,0.0733810004652926,0.358157453615245,"stable",1.41115234895431
"2-Isopropylmalate","Com_5750_neg","2-Isopropylmalate","C7 H12 O5",176.06857,5.424,175.06129,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",5158302.695,4708264.235,4685989.912,4983860.643,4731117.793,4751008.564,22.2007947749507,22.2083837599414,-0.00758898499069005,0.756224268220034,0.593566444334144,"stable",0.134587595093196
"LPC O-16:1","Com_4759_neg","LPC O-16:1","C24 H50 N O6 P",525.34289,10.042,524.33561,"No results","Invalid mass","No results",NA,NA,NA,NA,11271564.76,16795300.57,22850401.44,35169898.88,18714039.65,20211401.83,24.4980405276634,23.9578183092299,0.540222218433495,0.435831000750155,0.502281903126602,"stable",0.997657194570125
"L-beta-Imidazolelactic acid","Com_1859_neg","L-beta-Imidazolelactic acid","C6 H8 N2 O3",156.05343,1.454,155.04615,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",1952770.855,2393587.51,1577622.167,2800552.058,2642601.063,2539293.2,21.3422675288112,20.8923848855205,0.449882643290749,0.107644038537567,0.364089798968247,"stable",1.42430450058237
"Spiculisporic Acid","Com_4460_neg","Spiculisporic Acid","C17 H28 O6",328.18888,6.454,327.18151,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives",1211062.159,1197374.03,1051225.521,1590156.021,1033083.187,1415692.365,20.3374460862676,20.1343082378814,0.203137848386145,0.432297877344521,0.501619854760394,"stable",0.832813301701779
"N-Carbamyl-L-glutamicacid","Com_2078_neg","N-Carbamyl-L-glutamicacid","C6 H10 N2 O5",190.05891,1.484,171.04106,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes","Diphenylmethanes",44761666.12,23636940.78,3856089.637,19125529.22,6505946.786,29703791.23,23.8821558898168,23.9296691831895,-0.047513293372706,0.977721064880557,0.653761584769418,"stable",0.0347293917844036
"LPE 18:2","Com_2409_neg","LPE 18:2","C23 H44 N O7 P",477.28556,9.153,476.27829,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",4411888.976,5191583.991,4289661.237,12414758.3,6565199.797,9167151.265,23.1133341244528,22.1377135656149,0.9756205588379,0.102232636625193,0.36340742222941,"stable",1.57809359821579
"Inosine","Com_1212_neg","Inosine","C10 H12 N4 O5",268.08069,3.57,267.07342,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",17084430.25,17962666.39,10522010.21,18261769.41,12575846.71,16163860.66,23.8842479690148,23.81719466811,0.0670533009048064,0.856759916931722,0.62329286768126,"stable",0.206929620156744
"LPC O-15:1","Com_7188_neg","LPC O-15:1","C23 H48 N O6 P",511.32724,9.475,510.31997,"No results","Invalid mass","No results",NA,NA,NA,NA,611816.1902,907739.585800001,1142497.682,2137971.599,1006655.837,1500968.555,20.4954708925584,19.7128058382401,0.782665054318294,0.268628362030786,0.456406261322948,"stable",1.25587198328825
"LPE 18:3","Com_3107_neg","LPE 18:3","C23 H42 N O7 P",475.27019,8.777,474.26291,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",1369492.205,1421651.846,1573432.118,5116621.095,2756643.637,4546804.15100001,21.9325542490611,20.4699433005189,1.46261094854225,0.033644597584011,0.337738396762556,"up",1.69776141481087
"13-HPODE","Com_8050_neg","13-HPODE","C18 H32 O4",312.23022,6.95,311.22294,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",5183802.22,4681108.462,6643017.53599999,4541462.448,4259535.273,4503964.7,22.0799180720939,22.3758017663778,-0.295883694283997,0.156662380590339,0.393114436463752,"stable",1.26482480707446
"Dibutyl sebacate","Com_2805_neg","Dibutyl sebacate","C18 H34 O4",314.24517,8.274,313.23774,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",6688026.364,6480987.063,8753299.15999999,6596160.00199999,6556832.778,5750688.40599999,22.5843552910592,22.7874422249145,-0.203086933855367,0.420167754613937,0.499276247260471,"stable",1.00984622882905
"Monobutyl phthalate","Com_128_neg","Monobutyl phthalate","C12 H14 O4",222.08925,6.412,221.08198,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",202764041.5,182829859.7,145932466.9,182952485,193121926,229745011.2,27.5824295975227,27.3872929002381,0.195136697284592,0.499989120285629,0.513825454563895,"stable",0.898565726195724
"LPE 14:0","Com_2114_neg","LPE 14:0","C19 H40 N O7 P",425.25445,8.631,424.24717,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",5740448.806,5987417.08700001,3650803.414,12290227.48,9419099.41099999,8672731.64299999,23.255407005694,22.2553390006516,1.00006800504236,0.0304240266869654,0.334015851293323,"up",1.59390931346336
"LPE 20:0","Com_4524_neg","LPE 20:0","C25 H52 N O7 P",509.34808,11.005,508.3408,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",506943.3053,595203.169599999,1041805.532,900332.8015,490551.5946,478939.0646,19.1845422670155,19.375047380261,-0.190505113245532,0.76792329555247,0.597264626191126,"stable",0.390082038265361
"Lipoic acid","Com_800_neg","Lipoic acid","C8 H14 O2 S2",206.04255,3.299,205.03527,"Full match","No results","Full match","Organoheterocyclic compounds","Dithiolanes","Lipoic acids and derivatives","Lipoic acids and derivatives",58601963.56,67057080.2399999,32589554.5,52585686,36985327.27,31456268.42,25.2318202394766,25.5870794320451,-0.355259192568479,0.295995833341659,0.466678775201918,"stable",0.757860999547117
"Lysops 22:6","Com_2698_neg","Lysops 22:6","C28 H44 N O9 P",569.27328,8.959,568.266,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","2-acyl-sn-glycero-3-phosphoethanolamines",3100492.008,57239970.13,62230622.24,3432903.106,74347131.5799999,72350586.9799999,24.6557576129633,24.4085688864633,0.247188726500021,0.0682925654487922,0.356796593352012,"stable",0.109539288101278
"PS 18:1_18:1","Com_6211_neg","PS 18:1_18:1","C42 H78 N O10 P",787.53847,9.91,786.5312,"No results","Full match","No results",NA,NA,NA,NA,9645244.248,33343501.33,6100439.605,6831299.60500001,7943831.513,15841004.34,23.1807642335587,23.5775901301841,-0.396825896625412,0.728856421868269,0.584644084082331,"stable",0.42667551470178
"Arachidonic acid","Com_2752_neg","Arachidonic acid","C20 H32 O2",304.24004,10.461,303.23277,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",12976089.02,9395644.52999999,12034941.45,9100163.11799999,6472559.45799999,11272344.7,23.0565500517784,23.4378795916999,-0.38132953992152,0.117413861959943,0.365167677600467,"stable",1.04289551570615
"5-Methoxyindole-3-Carbaldehyde","Com_7836_neg","5-Methoxyindole-3-Carbaldehyde","C10 H9 N O2",175.06323,4.895,174.05596,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","Indoles",7564628.91300001,7419370.97200001,6697228.42399999,7580623.089,6768368.528,6757770.942,22.7441259057495,22.7829453576245,-0.0388194518749607,0.495057487826607,0.512367090282926,"stable",0.442449799481214
"Docosahexaenoic Acid","Com_1755_neg","Docosahexaenoic Acid","C22 H32 O2",328.24015,9.913,327.23288,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",5295280.908,3798581.367,9273473.72600001,4093825.414,1515736.203,3734760.937,21.4430632917559,22.4459945024739,-1.00293121071807,0.0865087544754016,0.360961422495119,"stable",1.17513247153581
"Cholic acid","Com_14287_neg","Cholic acid","C24 H40 O5",408.2879,7.489,407.28062,"Full match","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",590365.9678,580962.5342,493087.9079,638867.3234,638239.1248,621717.7315,19.2715981832916,19.0769403279181,0.194657855373471,0.10906369589233,0.364257997660024,"stable",1.37632914584213
"glutathione disulfide","Com_15510_neg","glutathione disulfide","C20 H32 N6 O12 S2",612.15299,5.413,611.14571,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",108621.6791,124014.2187,29749.06958,87234.11668,41680.07249,50526.01185,15.7948045693065,16.1698851623391,-0.375080593032576,0.634458474551184,0.555143104672227,"stable",0.452113176290528
"Deoxycytidine","Com_2023_neg","Deoxycytidine","C9 H13 N3 O4",227.09163,1.445,226.08484,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside monophosphates",22361399.06,22183057.15,16662521.52,13522353.92,13449291.91,10215000.77,23.5513519454428,24.2691884631228,-0.717836517679995,7.11746072536538e-05,0.0291674136203722,"down",1.60071018040673
"CDP","Com_3352_neg","CDP","C9 H15 N3 O11 P2",403.01848,1.57,402.0112,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside diphosphates",25361181.85,39127804.93,39239613.66,176384808.7,92835211.1900001,189426898.7,27.1197952695184,25.014538994998,2.10525627452038,0.0437666963241987,0.346167270942646,"up",1.70555143364639
"Kinetin","Com_1071_neg","Kinetin","C10 H9 N5 O",215.08094,5.25,429.15475,"No results","No results","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-alkylaminopurines",17686544.69,17858722,11123792.96,24765500.74,20227470.04,23355571.62,24.4363014748753,23.8578066194766,0.578494855398635,0.157171559281842,0.393441586344334,"stable",1.3955010422573
"3-Indoleacrylic acid","Com_7995_neg","3-Indoleacrylic acid","C11 H9 N O2",187.06346,5.734,186.05612,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",1441132.371,1122224.688,967205.273399999,564526.163,2229154.361,1337445.962,20.1819317270648,20.1467213786807,0.0352103483840978,0.964947923650689,0.650778932840127,"stable",0.0531354403785943
"Capric acid","Com_6088_neg","Capric acid","C10 H20 O2",172.14613,6.271,209.09473,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",11897957.2,2494337.192,16565639.27,2698312.08,3508842.318,3832288.256,21.6586547074928,22.9120420586281,-1.2533873511353,0.287537107878347,0.463665366607893,"stable",1.07399546875987
"Prostaglandin E2","Com_11197_neg","Prostaglandin E2","C20 H32 O5",352.22525,7.322,351.21797,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",888675.5424,1365901.64,1820347.207,573944.2541,712636.5788,480826.6253,19.1495051215401,20.3128338819164,-1.1633287603763,0.0959591350931345,0.362523821373439,"stable",1.56653302396783
"N-Acetyl-Asp-Glu","Com_16251_neg","N-Acetyl-Asp-Glu","C11 H16 N2 O8",304.09087,4.631,303.0835,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",3289955.803,3898183.515,2827556.728,2774273.204,1647462.678,2185585.327,21.0383603538484,21.6583772965637,-0.620016942715271,0.186457587166211,0.41306827060381,"stable",1.40354633288555
"13,14-dihydro-15-keto-tetranor Prostaglandin E2","Com_3182_neg","13,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5",298.17826,6.453,297.171,"Full match","No results","No results",NA,NA,NA,NA,13198456.33,9630198.19700001,8582347.91600001,10436956.57,10379573.03,12314784.36,23.3921098461446,23.295313628085,0.0967962180595485,0.734170490246711,0.586407073946021,"stable",0.422665170151361
"Prostaglandin A3","Com_14409_neg","Prostaglandin A3","C20 H28 O4",166.09969,6.894,331.19214,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",5859747.957,2125207.572,3697656.382,2541346.754,1836424.035,2547153.937,21.1220281052847,21.7732530804729,-0.651224975188178,0.156021519127294,0.392700426043593,"stable",1.06395524764111
"1-Palmitoyl-Sn-Glycero-3-Phosphocholine","Com_8466_neg","1-Palmitoyl-Sn-Glycero-3-Phosphocholine","C24 H50 N O7 P",495.33272,10.303,494.32545,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-acyl-sn-glycero-3-phosphocholines",97945.53535,94492.5509300001,83519.8859400001,93810.0605500001,111038.4034,103467.1582,16.6456558730199,16.4858124049131,0.159843468106722,0.293429269598951,0.46577871699161,"stable",1.14125043440952
"lipoamide","Com_18902_neg","lipoamide","C8 H15 N O S2",205.05989,2.774,204.05261,"No results","No results","Full match","Organoheterocyclic compounds","Dithiolanes","Lipoamides","Lipoamides",705487.142699999,735835.805999999,482000.4457,729677.828199999,736909.351,680969.586200001,19.448419522177,19.2653198580598,0.18309966411714,0.366898392638284,0.487491326991663,"stable",0.76487021353353
"Prostaglandin K2","Com_3459_neg","Prostaglandin K2","C20 H30 O5",332.19886,6.707,331.19159,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1210301.85,536998.1825,673334.2813,424107.2976,305032.1584,2547153.937,19.3977087752566,19.5341521810606,-0.136443405804084,0.908280420133509,0.636902197339646,"stable",0.122100320087349
"Cortodoxone","Com_8111_neg","Cortodoxone","C21 H30 O4",346.21418,9.187,345.20688,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids","21-hydroxysteroids",3075966.144,2235643.684,1692183.247,2069954.02,2082192.12,2423228.338,21.0597793245463,21.1117738030901,-0.0519944785437652,0.884260215537877,0.630681624003545,"stable",0.180906147880316
"Isobutyryl carnitine","Com_501_neg","Isobutyryl carnitine","C11 H21 N O4",231.14693,5.032,276.14511,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",807351.9889,1000561.201,661593.195500001,861880.023699999,763935.788399999,467074.0732,19.3645037411674,19.6302670418405,-0.265763300673047,0.283491526034413,0.462175085892906,"stable",0.696122928967785
