"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Erucic acid","Com_18371_neg","Erucic acid","C22 H42 O2",338.31868,9.635,337.3114,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",1032114.197,1388104.616,1198059.362,928118.756100001,1468597.027,20.1549785217084,20.1913746694249,-0.0363961477164949,0.931648352292162,0.552318484749219,"stable",0.110618503814573
"L-(-)-alpha-Amino-epsilon-Caprolactam","Com_18477_neg","L-(-)-alpha-Amino-epsilon-Caprolactam","C6 H12 N2 O",128.09498,6.238,127.08771,"No results","No results","Full match","Organoheterocyclic compounds","Azepines","Not available","Azepines",209568.247,190252.5932,247706.1929,257687.4813,385445.4813,18.265715107622,17.7109625403452,0.554752567276811,0.278945398381422,0.322234759130525,"stable",1.20389501730243
"2-Phosphoglyceric acid","Com_18485_neg","2-Phosphoglyceric acid","C3 H7 O7 P",185.99295,2.754,184.98567,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",1697227.804,1564560.683,1302251.28,1395694.946,1654746.296,20.5353654147052,20.5282171324234,0.00714828228183606,0.96900948431182,0.562019394500349,"stable",0.0371288343916877
"PC 17:0_18:1","Com_18593_neg","PC 17:0_18:1","C43 H84 N O8 P",819.5959,11.718,818.58862,"No results","Invalid mass","No results",NA,NA,NA,NA,260461.0165,43547.0061,135261.8333,1930761.922,318489.0472,19.5808115413473,16.8154630452172,2.76534849613007,0.229690357595163,0.312092705527424,"stable",1.17519939794309
"3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","Com_18716_neg","3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","C13 H8 F2 N2 O2 S2",325.99879,8.53,324.99152,"Full match","No results","No results",NA,NA,NA,NA,81887.21326,82496.96837,73556.71823,72179.88477,72571.04768,16.1432078484968,16.2733245162024,-0.130116667705597,0.134658701952483,0.27982838709278,"stable",1.14094898634605
"LNAPE 16:1/N-18:0","Com_18743_neg","LNAPE 16:1/N-18:0","C39 H76 N O8 P",1435.06265,7.05,716.52405,"No results","Invalid mass","No results",NA,NA,NA,NA,2217852.676,2251446.28,1274643.656,1436810.668,1294571.867,20.3792410814784,20.8216050923552,-0.442364010876783,0.239382432727761,0.31436139858831,"stable",0.908444653781327
"Gly-Tyr-Ala","Com_18746_neg","Gly-Tyr-Ala","C14 H19 N3 O5",309.13215,4.764,308.12488,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",262090.6417,222881.9625,290848.0679,205604.3687,186025.2177,17.5773250377583,17.9718442837038,-0.394519245945435,0.0597573939710429,0.23970386672585,"stable",1.28428279611311
"Phosphopyruvic acid","Com_18793_neg","Phosphopyruvic acid","C3 H5 O6 P",167.98223,2.614,166.97495,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Phosphate esters",3144090.158,1943048.174,2103091.44,1894207.223,2267683.905,20.9829754309258,21.1593938480887,-0.176418417162886,0.533849173050095,0.414158792556506,"stable",0.507605236306821
"lithocholic acid","Com_19192_neg","lithocholic acid","C24 H40 O3",376.2975,9.068,375.29022,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives",392718.8656,530608.192,426154.654800001,416012.2806,353496.9523,18.5488024213634,18.7671474559114,-0.218345034547955,0.305420122263353,0.327139074791142,"stable",0.860574279348431
"PE O-21:2_16:1","Com_19221_neg","PE O-21:2_16:1","C42 H80 N O7 P",741.56581,8.823,740.55853,"No results","Full match","No results",NA,NA,NA,NA,218647.5268,301515.1232,202194.3452,533729.226699999,518486.526400001,19.0048477312846,17.8551671561402,1.1496805751444,0.021503622677048,0.208593890614619,"up",1.46583334274508
"DL-Panthenol","Com_19243_neg","DL-Panthenol","C9 H19 N O4",205.13154,5.423,204.12427,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",150606.9504,180624.1811,381186.8641,110989.0051,288634.4425,17.4494705902696,17.734399741698,-0.284929151428436,0.761074721294384,0.5019547078254,"stable",0.337401830292518
"4-Hydroxybenzoic acid","Com_19332_neg","4-Hydroxybenzoic acid","C7 H6 O3",138.02891,5.12,137.02164,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",256605.7525,250955.2686,307699.9794,273390.9481,311668.5087,18.1551294081675,18.0458098392148,0.109319568952714,0.477846292093944,0.390077100047654,"stable",0.639481719183499
"Palmitic acid","Com_1368_neg","Palmitic acid","C16 H32 O2",256.24021,0.42,255.23294,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9882050.103,11301420.54,9502721.552,8737628.35300001,1603462.861,21.8357849104282,23.2820963513981,-1.4463114409699,0.446323267661298,0.37881735085601,"stable",1.04375960909904
"L-Cysteine-glutathione gisulfide","Com_60_neg","L-Cysteine-glutathione gisulfide","C13 H22 N4 O8 S2",426.08817,1.437,425.0809,"No results","No results","Full match",NA,NA,NA,NA,178795661.7,209304931.8,301445269.9,285562022.4,252182099,27.9995597565844,27.7406961353906,0.258863621193751,0.372521479667095,0.352676708324495,"stable",0.699085293020435
"S-(Methyl)Glutathione","Com_163_neg","S-(Methyl)Glutathione","C11 H19 N3 O6 S",321.09941,2.738,320.09213,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",111242871.5,152243599.8,103056483.8,117129792.2,200869661.6,27.1926086379174,26.8432680074218,0.349340630495629,0.527670600826544,0.411337143007545,"stable",0.749013491119168
"AICA ribonucleotide","Com_78_neg","AICA ribonucleotide","C9 H15 N4 O8 P",338.0627,1.487,337.05544,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Imidazole ribonucleosides and ribonucleotides","1-ribosyl-imidazolecarboxamides","1-ribosyl-imidazolecarboxamides",1229421.865,1194438.764,1317355.945,12051628.38,60714299.38,24.6891288797476,20.2488879526814,4.44024092706628,0.163136883714997,0.290936453037751,"stable",1.46766416572838
"LPE 18:0","Com_135_neg","LPE 18:0","C23 H48 N O7 P",481.3171,10.238,480.30982,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",201813725.3,169552523.3,125002487.5,107361861.4,122796631.8,26.7748010487061,27.2743292105026,-0.499528161796508,0.120523203436743,0.274318163023839,"stable",1.13052526538027
"3-Hydroxyanthranilic acid","Com_2171_neg","3-Hydroxyanthranilic acid","C7 H7 N O3",153.04262,6.12,152.03533,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",4912244.274,5967079.44199999,6352228.364,6211112.61800001,4770147.622,22.3760113896274,22.4451252583254,-0.0691138686979897,0.788263787375607,0.510728382918784,"stable",0.299968300169909
"7-Methylxanthine","Com_305_neg","7-Methylxanthine","C6 H6 N4 O2",166.04766,1.348,165.04038,"Invalid mass","No results","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",32346371.47,35480406.79,39621932.6,37434515.84,39830281.4,25.2026140481068,25.0891385592049,0.113475488901852,0.325645479535681,0.333016817672615,"stable",0.771330900738897
"2-Furoic acid","Com_246_neg","2-Furoic acid","C5 H4 O3",112.01604,2.065,111.00876,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",422989743.1,386483033.5,414330238.2,345022815,387595371.2,28.4460463123348,28.6026943842488,-0.156648071914017,0.277252869736024,0.321936931393166,"stable",1.15711829912404
"Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","Com_62_neg","Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","C20 H31 N4 O16 P",614.14949,2.314,613.14221,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",1114561876,1313314481,1287451629,1082759581,1041351123,29.9839376226434,30.2020886408692,-0.218151018225793,0.0872246725656462,0.255986432769811,"stable",1.22077155479305
"N-Acetyl-L-leucine","Com_231_neg","N-Acetyl-L-leucine","C8 H15 N O3",173.10529,5.387,172.09801,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Leucine and derivatives",92529145.93,102711688.2,84325175.5700001,74796950.54,90810464.95,26.296415671897,26.4689632477346,-0.172547575837566,0.414917924887066,0.368385350170301,"stable",0.862374748620732
"LPE 18:1","Com_214_neg","LPE 18:1","C23 H46 N O7 P",479.3014,9.668,478.29412,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",89881679.14,69392608.29,56599030.81,42154424.83,59132923.47,25.5733195036668,26.074692137712,-0.501372634045151,0.236741283621365,0.313758377681942,"stable",1.06044382692532
"Hypotaurine","Com_3674_neg","Hypotaurine","C2 H7 N O2 S",109.01999,1.304,263.03845,"No results","No results","Full match","Organic acids and derivatives","Sulfinic acids and derivatives","Sulfinic acids","Sulfinic acids",492348.3756,508506.8247,483670.4897,432066.6208,470455.5997,18.7822966504315,18.9162975250917,-0.134000874660142,0.247091270048377,0.316060108734303,"stable",1.27655308906577
"Reduced nicotinamide adenine dinucleotide","Com_182_neg","Reduced nicotinamide adenine dinucleotide","C21 H29 N7 O14 P2",665.12563,2.153,664.11836,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",1402781474,546514557.099999,335741458.1,1686754658,1389846896,30.5119409099244,29.2447010915028,1.2672398184216,0.166210408731973,0.292200568517614,"stable",1.05427898672982
"Allantoin","Com_355_neg","Allantoin","C4 H6 N4 O3",158.04409,1.359,315.08104,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles",68915132.4400001,88046564.1300001,90738070.5999999,70460154.1999999,70851823.2799999,26.0743029700334,26.2884284960954,-0.214125526062027,0.230458090446246,0.312278136287548,"stable",0.939322176990716
"Glu-Gln","Com_463_neg","Glu-Gln","C10 H17 N3 O6",275.11171,1.442,274.10443,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8145559.801,9487712.107,9736897.24100001,8597827.83699999,10103538.19,23.1519490295026,23.1167473030202,0.0352017264823665,0.8271114558207,0.522740996491365,"stable",0.230429079757911
"Adenylosuccinic acid","Com_306_neg","Adenylosuccinic acid","C14 H18 N5 O11 P",463.07457,4.671,462.06733,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",218743587.1,282011370.1,297527033.8,161444091.6,192988061.3,27.3951978816215,27.9747630298833,-0.579565148261828,0.0599519373972076,0.239830118639806,"stable",1.3286279883474
"Tetradecanedioic acid","Com_6350_neg","Tetradecanedioic acid","C14 H26 O4",258.18323,7.131,257.17596,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",2839187.294,2850508.194,2948513.621,2624224.943,2843862.979,21.3814402421915,21.4571302461996,-0.075690004008127,0.404138523480491,0.364579598116145,"stable",1.03592530311731
"Porphobilinogen","Com_743_neg","Porphobilinogen","C10 H14 N2 O4",244.10601,4.942,289.10426,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines",394702.0176,441347.5605,527064.4305,550813.363399999,1112245.92,19.5781242057708,18.783193291384,0.79493091438675,0.3506366777387,0.343723804328227,"stable",1.15712533203811
"LPE 20:4","Com_704_neg","LPE 20:4","C25 H44 N O7 P",501.2858,9.085,500.27853,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",20356110.44,14352991.87,13388491.07,11330172.91,17190082.01,23.7343698171763,23.9094322620698,-0.175062444893463,0.675005455457273,0.471981408753415,"stable",0.454650500621163
"10-Nitrolinoleate","Com_357_neg","10-Nitrolinoleate","C18 H31 N O4",325.22521,6.5,324.21793,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",63911806.55,63775156.12,62644117.78,60016227.07,54213161.2100001,25.7654945444762,25.918915344678,-0.153420800201808,0.279870255183716,0.322396210615626,"stable",1.3105926642259
"Thymidine 5'-diphosphate","Com_2655_neg","Thymidine 5'-diphosphate","C10 H16 N2 O11 P2",402.02309,4.544,401.01582,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside diphosphates",23249896.85,23335495.77,29976163.94,23623093.97,30078971.74,24.6679732536974,24.5946853997659,0.0732878539314683,0.76332082629691,0.502691412199707,"stable",0.315573112867594
"PC 16:0_16:1","Com_90_neg","PC 16:0_16:1","C40 H78 N O8 P",777.55379,11.732,776.54651,"No results","Invalid mass","No results",NA,NA,NA,NA,765520881,579011212.9,453144103.2,342379586.4,305028247.5,28.2676945282215,29.1254257352946,-0.85773120707319,0.0467520952735707,0.229353732665538,"down",1.33892027518197
"LPE 22:6","Com_1142_neg","LPE 22:6","C27 H44 N O7 P",525.28567,9.034,524.2784,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",15300929.09,11458979.43,9994953.18999999,8084591.157,12277163.19,23.2481086477191,23.5232865083169,-0.275177860597793,0.526189554556455,0.410656730977354,"stable",0.682086715481074
"N-lactoyl-phenylalanine","Com_1588_neg","N-lactoyl-phenylalanine","C12 H15 N O4",237.10021,5.779,236.09294,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Phenylalanine and derivatives",3170959.76,2810741.129,3300867.327,3121053.107,4495752.645,21.8368663528534,21.5578070057217,0.279059347131728,0.474773051910313,0.388929023234277,"stable",0.927161420096742
"4-Hydroxyisoleucine","Com_119_neg","4-Hydroxyisoleucine","C6 H13 N O3",147.08948,5.064,146.0822,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Isoleucine and derivatives",129417034.3,140752646,164325074.9,131566303.1,124858134.6,26.9334646834945,27.1026721619224,-0.169207478427928,0.231815566474839,0.312603533821147,"stable",0.916406789845823
"Asp-Glu","Com_1037_neg","Asp-Glu","C9 H14 N2 O7",262.07994,1.473,261.07267,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",26089695.51,33438966.31,41174969.79,32810497.2,32017546.53,24.9500067722606,24.9757559804183,-0.0257492081577091,0.904964145194849,0.545122565964917,"stable",0.0935051994826002
"S-Lactoylglutathione","Com_1828_neg","S-Lactoylglutathione","C13 H21 N3 O8 S",379.10505,3.377,378.09778,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",10921090.89,15063132.02,14061246.23,11993882.19,14425065.83,23.6489349691359,23.6567844013778,-0.00784943224191181,0.970460622999207,0.562387711449302,"stable",0.0338695700842322
"LPC 18:0","Com_550_neg","LPC 18:0","C26 H54 N O7 P",569.36963,10.335,568.36235,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",64050051.19,53217948.01,34964758.94,30528983.22,32070429.61,24.8992082746189,25.5525013862137,-0.653293111594792,0.124696128017193,0.276051080185826,"stable",1.15960970431654
"LPE 16:1","Com_563_neg","LPE 16:1","C21 H42 N O7 P",451.27005,8.863,450.26278,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",32009649.76,26055072.04,24133120.08,16071013.64,24589229.17,24.2447403822075,24.6971918586588,-0.452451476451273,0.357560501990733,0.346624159436606,"stable",1.06264569203224
"L-serine","Com_739_neg","L-serine","C3 H7 N O3",105.04256,1.246,140.01193,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Serine and derivatives",11928900.07,22269080.14,12039242.54,15653877.98,24814659.94,24.232353058457,23.8125792026619,0.419773855795121,0.429906544643084,0.373481478899657,"stable",0.725526251649732
