"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"4-(pentyloxy)benzene-1-carbohydrazide","Com_11272_pos","4-(pentyloxy)benzene-1-carbohydrazide","C12 H18 N2 O2",222.13531,7.019,261.09869,"Invalid mass","No results","No results",NA,NA,NA,NA,149511.5013,137113.5447,163982.7774,183419.1465,129252.5894,112895.8071,17.083083585815,17.1926977625756,-0.109614176760683,0.693719846046355,0.463924415368787,"stable",0.391609516979989
"Progesterone","Com_11287_pos","Progesterone","C21 H30 O2",314.22505,7.263,315.23233,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",239181.9737,185236.3345,191023.3398,148018.9886,176688.5965,206606.397,17.4209325140702,17.6367153739899,-0.215782859919639,0.469721808474995,0.401413253254332,"stable",0.834316691748842
"2-Methylpentanedioic acid","Com_11311_pos","2-Methylpentanedioic acid","C6 H10 O4",146.05831,10.415,147.06584,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",389172.5686,361863.394,327504.8232,208298.1876,279293.9951,388428.8448,18.1090022016716,18.4520975908452,-0.343095389173609,0.409676008520232,0.382557524727748,"stable",0.875575122554865
"Minocycline","Com_26_pos","Minocycline","C23 H27 N3 O7",457.18552,5.39,229.60009,"Full match","No results","No results","Phenylpropanoids and polyketides","Tetracyclines","Not available","Tetracyclines",2162509890,2211921767,2004868583,1652942042,2004940529,3162838635,31.0272913660202,30.9845244418269,0.0427669241933337,0.904605617320217,0.53002284463474,"stable",0.12379681762651
"N-Acetyl-aspartic acid","Com_40_pos","N-Acetyl-aspartic acid","C6 H9 N O5",175.04833,1.917,176.05563,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",1447627543,1528774906,1732946824,1292845425,1679891980,1404173677,30.4335660708425,30.5437841374711,-0.11021806662858,0.484655979448921,0.405616331169579,"stable",0.614603473358981
"Acetylcysteine","Com_46_pos","Acetylcysteine","C5 H9 N O3 S",163.03056,1.93,164.03784,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",9553640.087,12201806.75,6103429.029,39393839.39,17287699.22,3959464.491,23.7305277093206,23.0897997075194,0.640728001801204,0.494498406920379,0.408292689559853,"stable",0.491788339601353
"Cys-Gly","Com_88_pos","Cys-Gly","C5 H10 N2 O3 S",178.04143,1.899,162.02216,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",414534818.3,521657670.8,730199419.1,670025314.8,764251383.2,2253788.923,26.6443444524299,29.0097204850024,-2.36537603257247,0.51149017108702,0.412747672038902,"stable",0.63814984010479
"7-Hydroxy-3,4-dihydrocarbostyril","Com_153_pos","7-Hydroxy-3,4-dihydrocarbostyril","C9 H9 N O2",163.06355,5.266,146.06027,"No results","No results","Full match","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones",105502792.5,109278482.2,119115048.9,246593818.1,161903390.9,213311628.1,27.6055022414848,26.7279735024102,0.877528739074663,0.0441521850945762,0.188662751342573,"up",1.50189604394422
"gamma-Glutamylleucine","Com_208_pos","gamma-Glutamylleucine","C11 H20 N2 O5",260.13774,5.411,261.14502,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",78199776.0599999,81256718.9500001,99259455.1399999,226664533.3,183596297.3,136716209.6,27.4115180707468,26.353782038504,1.05773603224279,0.0786021582832332,0.206024140158752,"stable",1.48809875984662
"(5-L-Glutamyl)-L-Amino Acid","Com_309_pos","(5-L-Glutamyl)-L-Amino Acid","C8 H14 N2 O5",218.09052,1.776,219.0978,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",156882813.7,155380761.7,206535014.6,285873341.2,201609052.9,191708789.9,27.7307090916923,27.3527186231823,0.377990468510045,0.310712404468664,0.342474965692131,"stable",1.04662969060252
"Adenosine diphosphate (ADP)","Com_355_pos","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2",427.02992,1.828,428.03719,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",842658416.299999,768875401.800001,994723122.4,1625627576,1746420074,1731949107,30.6632841660077,29.686089015704,0.977195150303718,0.0128110768526734,0.185940048760677,"up",1.58825078322252
"mesaconic acid","Com_360_pos","mesaconic acid","C5 H6 O4",130.02684,2.024,131.03412,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",68310804.7,69581107.47,70499687.9000001,127854550.5,124634583.7,151588830.4,26.9995485615589,26.0496387640127,0.949909797546205,0.00691761879734438,0.183563897097306,"up",1.60227755642525
"LPC O-16:0","Com_361_pos","LPC O-16:0","C24 H52 N O6 P",481.35381,10.033,482.36108,"No results","Full match","No results",NA,NA,NA,NA,174255745.2,157996570.7,109307705.6,47608133.26,37228311.37,110721173.5,25.7923191554543,27.105256283895,-1.3129371284407,0.188525665982753,0.272915389901327,"stable",1.27972084959135
"gamma-Glutamyltyrosine","Com_424_pos","gamma-Glutamyltyrosine","C14 H18 N2 O6",310.11668,4.996,311.12395,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives",21461261.8,22519156.45,32476694.28,88399327.69,69659461.1499999,45172365.85,25.9600950594327,24.5775941571402,1.38250090229242,0.0982699895697418,0.216140540926501,"stable",1.46266660632644
"gamma-Glutamylmethionine","Com_429_pos","gamma-Glutamylmethionine","C10 H18 N2 O5 S",278.09409,4.923,279.10137,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8090900.39400001,7090450.48000001,10010081.33,68804397.4100001,26219561.68,20675643.66,24.993855525529,22.9867550166304,2.00710050889858,0.0771755402576626,0.205137337531981,"stable",1.43000317617138
"Taurine","Com_509_pos","Taurine","C2 H7 N O3 S",125.01488,1.429,126.02216,"Full match","No results","Full match","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",402051868.1,455363295.200001,448160900.5,343927233.4,304686235.7,268630917.3,28.1804424399689,28.6948969016435,-0.514454461674649,0.0770128474314177,0.20503461445185,"stable",1.48342840310419
"Leucylproline","Com_570_pos","Leucylproline","C11 H20 N2 O3",228.14776,5.219,229.15504,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",22869240.16,23831040.83,24115244.13,36749803.11,36864693.16,33152970.94,25.0832014742035,24.492228601156,0.59097287304747,0.0128970596288734,0.185958885729015,"up",1.60264755641808
"Asp-Phe methyl ester","Com_583_pos","Asp-Phe methyl ester","C14 H18 N2 O5",294.12214,5.424,295.12941,"No results","No results","Full match",NA,NA,NA,NA,8326943.87199999,8638474.02499999,13019684.61,24399683.68,24695107.98,18900729.61,24.4233398803308,23.2219639626691,1.20137591766178,0.0685936562075835,0.199266730143513,"stable",1.51247519027266
"Gly-Tyr","Com_588_pos","Gly-Tyr","C11 H14 N2 O4",238.09549,3.816,239.10277,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",20924756.26,33075243.98,13981077.41,21765239.9,18158112.89,1118950.77,22.8611162199181,24.3449760503341,-1.48385983041601,0.313719167353333,0.34390458304529,"stable",0.750326646587747
"L-Glutamate","Com_592_pos","L-Glutamate","C5 H9 N O4",147.05336,2.565,148.06063,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",78658061.17,79918990.5599999,91559353.5099999,115384989.2,116932027.5,126005107,26.8306273907034,26.3097767518959,0.520850638807513,0.00332153265768178,0.178204368871706,"up",1.55870750084727
"2,5-Furandicarboxylic acid","Com_937_pos","2,5-Furandicarboxylic acid","C6 H4 O5",156.00609,2.121,139.00276,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",92422463.01,91335877.8,115437237.2,96971809.01,88966212.19,75234402.48,26.3675684782978,26.5629839934806,-0.195415515182731,0.456429373013387,0.397520161851459,"stable",0.874651013934658
"beta-Estradiol 17-Acetate","Com_1060_pos","beta-Estradiol 17-Acetate","C20 H26 O3",314.18876,7.859,315.19613,"No results","No results","Full match",NA,NA,NA,NA,6619460.441,7804595.63999999,3797144.892,3792267.344,9049415.92,5916233.024,22.4867566459155,22.4702194240691,0.0165372218463276,0.972698838807678,0.548054087076564,"stable",0.0281027535691885
"N-acetyl-L-ornithine","Com_1088_pos","N-acetyl-L-ornithine","C7 H14 N2 O3",174.10073,1.495,175.10801,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",17135372.4,17575744.03,19472392.9,53519512.31,25477056.65,33565125.85,25.0922388758241,24.1041611618887,0.988077713935343,0.0984731535151343,0.216228085011272,"stable",1.37163291923987
"Guanosine monophosphate","Com_1150_pos","Guanosine monophosphate","C10 H14 N5 O8 P",363.0583,1.688,364.06559,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",93790611.81,92161130.6400001,102687740.3,56346596.04,40917683.27,65411173.55,25.6656933373782,26.5180946582621,-0.852401320883903,0.0340203111587683,0.18771819053335,"down",1.46885354574277
"Octanedioic acid","Com_1190_pos","Octanedioic acid","C8 H14 O4",174.08955,5.723,197.07877,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",35031949.63,34543532.57,31641745.61,26628610.54,40229307.36,30523576.98,24.9305460270478,25.006468697438,-0.0759226703902485,0.711380987050285,0.47002226933271,"stable",0.334671994528912
"6-Deoxy-D-glucose","Com_1211_pos","6-Deoxy-D-glucose","C6 H12 O5",164.06872,5.876,165.07601,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",525855.7139,483407.5683,477890.8238,407704.2098,437717.2832,770951.336400001,18.9776944748606,18.9178365172755,0.0598579575850913,0.869519551273462,0.520158510342872,"stable",0.165116045721162
"D-2-Aminoadipic acid","Com_1337_pos","D-2-Aminoadipic acid","C6 H11 N O4",161.06908,1.48,162.07636,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",20842202.04,20855250.63,22516295.28,31267206.92,22752747.85,23285617.46,24.6035400903604,24.3504592754565,0.253080814903878,0.269949888873161,0.321423644087214,"stable",1.04249208603808
"LPC O-18:0","Com_1464_pos","LPC O-18:0","C26 H56 N O6 P",509.3853,10.854,510.3926,"No results","Full match","No results",NA,NA,NA,NA,41467913.56,34518432.29,26462459.18,10821668.8,19254862.57,22312804.3,23.9925025521197,25.0012665118712,-1.00876395975152,0.178706388986477,0.266260426124899,"stable",1.31484561152061
"Glycerol-3-phosphate","Com_1618_pos","Glycerol-3-phosphate","C3 H9 O6 P",172.01386,1.517,155.01055,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","Glycerophosphates",6987874.384,6475610.64099999,6911115.662,6959666.398,6171037.293,6405279.072,22.6328327680212,22.6944980830997,-0.0616653150785744,0.178147664277267,0.2658700387304,"stable",0.729109565086673
"Acetylcarnitine","Com_1701_pos","Acetylcarnitine","C9 H17 N O4",203.11616,5.783,204.12346,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",11484248.22,11460090.35,11634178.47,13882441.94,12400954.61,14129998.23,23.6809879405169,23.4583780565835,0.222609883933483,0.0548954315406911,0.189738040611983,"stable",1.43868087094549
"5-Hydroxytryptophan","Com_1711_pos","5-Hydroxytryptophan","C11 H12 N2 O3",220.08525,5.051,221.09252,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",5845225.499,5766377.824,4081793.055,11319234.57,9424515.3,12476800.7,23.3910015900056,22.2996109329539,1.09139065705171,0.0559892215566554,0.189824904352463,"stable",1.52464013152644
"L-Cystathionine","Com_1850_pos","L-Cystathionine","C7 H14 N2 O4 S",222.06754,3.162,223.07474,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-cysteine-S-conjugates",1394229.281,1274949.789,1280341.908,3241485.097,935441.375300001,880302.328500001,20.4037169279333,20.3270476986579,0.0766692292754101,0.90546421343201,0.530259154879815,"stable",0.101569494280886
"L-Carnitine","Com_1857_pos","L-Carnitine","C7 H15 N O3",161.10538,2.005,162.11266,"No results","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Carnitines",129416030,134237715.4,146058493.5,112196990.8,50701345.27,110842176.8,26.3536370469348,27.0232089756283,-0.669571928693475,0.213452172513425,0.28822604228088,"stable",1.07375552405401
"D-Glucosamine 6-phosphate","Com_1890_pos","D-Glucosamine 6-phosphate","C6 H14 N O8 P",259.04632,1.43,260.0536,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexose phosphates",1330880.817,3870002.37,3140145.342,4630989.696,1626522.391,2529422.665,21.3488750228456,21.2700842915589,0.0787907312867375,0.93833298083483,0.539130275459457,"stable",0.0997158268067173
"Valproic acid","Com_2224_pos","Valproic acid","C8 H16 O2",144.11511,5.919,306.26416,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",5631357.818,8994190.82799999,7411519.796,8017188.51299999,9149127.29100001,10065538.34,23.1075962235148,22.7823171448792,0.325279078635528,0.165043644873862,0.256429243373208,"stable",0.975430124899261
"Bicyclo prostaglandin E2","Com_2245_pos","Bicyclo prostaglandin E2","C20 H30 O4",351.23891,6.278,352.24618,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",33334461.31,31114753.42,33258566.75,23953674.68,30075145.28,26956193.36,24.6799751574194,24.9562764057054,-0.276301248286018,0.15609241839833,0.251106389283597,"stable",1.31969967946227
"18-β-Glycyrrhetinic acid","Com_2584_pos","18-β-Glycyrrhetinic acid","C30 H46 O4",470.34786,5.368,471.35513,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",841591.1857,807527.6438,778259.671,659675.379,766107.716299999,806728.734400001,19.5001028597618,19.6252680884715,-0.125165228709701,0.403102223152844,0.380278694246567,"stable",0.910616897791948
"2-Arachidonyl Glycerol ether","Com_2711_pos","2-Arachidonyl Glycerol ether","C23 H40 O3",364.29575,11.183,365.30303,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Endocannabinoids","Not available","Endocannabinoids",18579873.37,13259325.02,12776202.59,2811626.669,3189109.626,4841266.181,21.7448829539476,23.8048990305973,-2.06001607664977,0.0327553536131035,0.187676324941129,"down",1.56846529076316
"Dl-Lanthionine","Com_2908_pos","Dl-Lanthionine","C6 H12 N2 O4 S",208.05226,6.304,209.05953,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Cysteine and derivatives",10345823.05,11011513.13,10747319.91,11719949.77,826514.196300001,8650599.53600001,22.0611706058047,23.3508426927418,-1.2896720869371,0.404840521203645,0.380885815378416,"stable",0.767276539881638
"Asp-Phe","Com_2930_pos","Asp-Phe","C13 H16 N2 O5",280.10636,4.9,281.11363,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",2736951.702,2038699.188,4188947.323,5100312.507,3392594.669,3224876.746,21.8656414836444,21.4471707821014,0.418470701542979,0.405943966412882,0.381269505890287,"stable",0.807432274992744
"2-Aminobenzenesulfonic acid","Com_3124_pos","2-Aminobenzenesulfonic acid","C6 H7 N O3 S",173.01503,5.348,174.02231,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzenesulfonic acids and derivatives","Benzenesulfonic acids and derivatives",5882537.403,6978108.593,6507849.152,12632688.77,12237439.05,14263419.8,23.6337577764386,22.6187203853385,1.0150373911001,0.0100774277105239,0.185176822987881,"up",1.60084712363343
"Thr-Leu","Com_3424_pos","Thr-Leu","C10 H20 N2 O4",232.14264,4.871,215.13939,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",12742758.15,12870851.47,12322686.17,12667064.35,24502727.35,11920761.81,23.882663660737,23.5918639494855,0.290799711251516,0.458470326289262,0.398127573539368,"stable",0.651833529509105
"alpha-Benzylsuccinic acid","Com_3435_pos","alpha-Benzylsuccinic acid","C11 H12 O4",208.07377,7.773,209.08107,"No results","No results","Full match","Phenylpropanoids and polyketides","Phenylpropanoic acids","Not available","Phenylpropanoic acids",1735636.02,2111750.607,1793677.926,604653.5252,1642655.377,1486515.235,20.1189501324284,20.8371768226783,-0.718226690249921,0.216207189510952,0.289792853090358,"stable",0.994281229380601
