"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"PE 17:1_17:1","Com_11069_pos","PE 17:1_17:1","C39 H74 N O8 P",715.51609,9.58,716.52337,"No results","Full match","No results",NA,NA,NA,NA,512277.421300001,491073.595699999,599659.824299999,292378.6276,231715.0574,17.9897353011997,19.0219767672202,-1.03224146602048,0.0532940830337853,0.16560984777691,"stable",1.49145509422811
"Estradiol","Com_11082_pos","Estradiol","C18 H24 O2",272.17766,8.129,273.18493,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",3210905.385,101692.5697,128278.2014,97877.15796,245056.9447,17.2407210484011,18.4057733246212,-1.16505227622018,0.557624162439158,0.376425410632195,"stable",0.466197493132802
"PC O-40:7","Com_11088_pos","PC O-40:7","C48 H84 N O7 P",817.59424,10.481,818.60152,"No results","Invalid mass","No results",NA,NA,NA,NA,439836.6501,705105.769200001,380169.5786,348167.5839,372381.7952,18.4579226905481,18.9034573411688,-0.445534650620672,0.237177808911039,0.272442498454126,"stable",0.919482306802774
"Deoxyadenosine","Com_11104_pos","Deoxyadenosine","C10 H13 N5 O3",251.10207,3.788,252.10934,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 2'-deoxyribonucleosides","Purine 2'-deoxyribonucleosides",118584.2944,108182.0507,107074.3583,107095.7771,103747.2832,16.6856280503033,16.762302851152,-0.0766748008486822,0.245334362576012,0.275290430102425,"stable",0.892928021205717
"4-(pentyloxy)benzene-1-carbohydrazide","Com_11272_pos","4-(pentyloxy)benzene-1-carbohydrazide","C12 H18 N2 O2",222.13531,7.019,261.09869,"Invalid mass","No results","No results",NA,NA,NA,NA,149511.5013,137113.5447,163982.7774,133410.1686,127268.79,16.9915141272818,17.1926977625756,-0.201183635293866,0.101172957661956,0.199792234882379,"stable",1.17711227250262
"Progesterone","Com_11287_pos","Progesterone","C21 H30 O2",314.22505,7.263,315.23233,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",239181.9737,185236.3345,191023.3398,180514.7156,177934.8183,17.4513731222587,17.6367153739899,-0.185342251731189,0.251228484902465,0.277267725922949,"stable",0.899208435405018
"2-Methylpentanedioic acid","Com_11311_pos","2-Methylpentanedioic acid","C6 H10 O4",146.05831,10.415,147.06584,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",389172.5686,361863.394,327504.8232,373679.197,353799.0253,18.4720056361964,18.4520975908452,0.0199080453512757,0.824974348287683,0.459656936041731,"stable",0.181171545121721
"Minocycline","Com_26_pos","Minocycline","C23 H27 N3 O7",457.18552,5.39,229.60009,"Full match","No results","No results","Phenylpropanoids and polyketides","Tetracyclines","Not available","Tetracyclines",2162509890,2211921767,2004868583,1961463888,1773675421,30.79668925304,30.9845244418269,-0.187835188786838,0.176436612124618,0.246081397174602,"stable",1.26161773284717
"N-Acetyl-aspartic acid","Com_40_pos","N-Acetyl-aspartic acid","C6 H9 N O5",175.04833,1.917,176.05563,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",1447627543,1528774906,1732946824,1992545881,2181752959,30.9574032031717,30.5437841374711,0.41361906570058,0.028013678716548,0.135245026729238,"up",1.40665759361702
"Acetylcysteine","Com_46_pos","Acetylcysteine","C5 H9 N O3 S",163.03056,1.93,164.03784,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",9553640.087,12201806.75,6103429.029,19721029.55,18162332.72,24.1738388546529,23.0897997075194,1.08403914713348,0.0606668331722343,0.172037773326536,"stable",1.32460970014386
"Cys-Gly","Com_88_pos","Cys-Gly","C5 H10 N2 O3 S",178.04143,1.899,162.02216,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",414534818.3,521657670.8,730199419.1,925364942.8,922896911.7,29.7835207343714,29.0097204850024,0.773800249369003,0.0824786706332,0.187098599785132,"stable",1.27855984160392
"7-Hydroxy-3,4-dihydrocarbostyril","Com_153_pos","7-Hydroxy-3,4-dihydrocarbostyril","C9 H9 N O2",163.06355,5.266,146.06027,"No results","No results","Full match","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones",105502792.5,109278482.2,119115048.9,141768481.7,152760271.2,27.1328278647144,26.7279735024102,0.404854362304292,0.0177243923432335,0.118911402694907,"up",1.46989394826003
"gamma-Glutamylleucine","Com_208_pos","gamma-Glutamylleucine","C11 H20 N2 O5",260.13774,5.411,261.14502,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",78199776.0599999,81256718.9500001,99259455.1399999,143087822.5,126006297.4,27.0006231258606,26.353782038504,0.646841087356584,0.0209513983993103,0.1236846497072,"up",1.43334244434341
"(5-L-Glutamyl)-L-Amino Acid","Com_309_pos","(5-L-Glutamyl)-L-Amino Acid","C8 H14 N2 O5",218.09052,1.776,219.0978,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",156882813.7,155380761.7,206535014.6,245218720.3,210363083.7,27.7589000945098,27.3527186231823,0.406181471327557,0.103913749182794,0.201382143506539,"stable",1.19849606406471
"Adenosine diphosphate (ADP)","Com_355_pos","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2",427.02992,1.828,428.03719,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",842658416.299999,768875401.800001,994723122.4,2161094666,1167556881,30.564980407564,29.686089015704,0.878891391860002,0.283994128321734,0.291441617289561,"stable",1.26469838852242
"mesaconic acid","Com_360_pos","mesaconic acid","C5 H6 O4",130.02684,2.024,131.03412,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",68310804.7,69581107.47,70499687.9000001,96884329.76,10630458.88,24.935730271638,26.0496387640127,-1.11390849237474,0.611709910493906,0.391091030144867,"stable",0.737797727436097
"LPC O-16:0","Com_361_pos","LPC O-16:0","C24 H52 N O6 P",481.35381,10.033,482.36108,"No results","Full match","No results",NA,NA,NA,NA,174255745.2,157996570.7,109307705.6,70710450.0499999,87781362.3299999,26.2314157152304,27.105256283895,-0.873840568664622,0.0429781006010225,0.155148335564488,"down",1.3451562825956
"gamma-Glutamyltyrosine","Com_424_pos","gamma-Glutamyltyrosine","C14 H18 N2 O6",310.11668,4.996,311.12395,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives",21461261.8,22519156.45,32476694.28,48471116.25,45061745.78,25.4780109214351,24.5775941571402,0.900416764294896,0.033860124372326,0.144433350491974,"up",1.40027648397813
"gamma-Glutamylmethionine","Com_429_pos","gamma-Glutamylmethionine","C10 H18 N2 O5 S",278.09409,4.923,279.10137,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8090900.39400001,7090450.48000001,10010081.33,19234219,35540800.76,24.6400723828611,22.9867550166304,1.65331736623068,0.138555840452138,0.223292439620105,"stable",1.44039728328783
"Taurine","Com_509_pos","Taurine","C2 H7 N O3 S",125.01488,1.429,126.02216,"Full match","No results","Full match","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",402051868.1,455363295.200001,448160900.5,289975904.5,296585305.2,28.1276148309046,28.6948969016435,-0.567282070738894,0.0064148438425486,0.0959195833225918,"down",1.51206129395438
"Leucylproline","Com_570_pos","Leucylproline","C11 H20 N2 O3",228.14776,5.219,229.15504,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",22869240.16,23831040.83,24115244.13,22783941.5,22929769.79,24.4461162731124,24.492228601156,-0.0461123280435949,0.181281261085978,0.248591404048899,"stable",1.02619234797758
"Asp-Phe methyl ester","Com_583_pos","Asp-Phe methyl ester","C14 H18 N2 O5",294.12214,5.424,295.12941,"No results","No results","Full match",NA,NA,NA,NA,8326943.87199999,8638474.02499999,13019684.61,15684491.47,15958490.87,23.915328155396,23.2219639626691,0.693364192726904,0.0780030049824919,0.183478713461823,"stable",1.28954310523622
"Gly-Tyr","Com_588_pos","Gly-Tyr","C11 H14 N2 O4",238.09549,3.816,239.10277,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",20924756.26,33075243.98,13981077.41,21057227.28,25057731.31,24.4532823054294,24.3449760503341,0.108306255095336,0.798087193101864,0.451438992353171,"stable",0.203305821373761
"L-Glutamate","Com_592_pos","L-Glutamate","C5 H9 N O4",147.05336,2.565,148.06063,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",78658061.17,79918990.5599999,91559353.5099999,93190778.58,95437070.3100001,26.490865144567,26.3097767518959,0.181088392671143,0.114185457265225,0.206848090211638,"stable",1.17100991689933
"2,5-Furandicarboxylic acid","Com_937_pos","2,5-Furandicarboxylic acid","C6 H4 O5",156.00609,2.121,139.00276,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",92422463.01,91335877.8,115437237.2,67934529.34,75576176.7800001,26.0945349556434,26.5629839934806,-0.468449037837214,0.0396912895326457,0.151687791856412,"down",1.34911797877292
"beta-Estradiol 17-Acetate","Com_1060_pos","beta-Estradiol 17-Acetate","C20 H26 O3",314.18876,7.859,315.19613,"No results","No results","Full match",NA,NA,NA,NA,6619460.441,7804595.63999999,3797144.892,8717703.52000001,39274467.84,24.1413025504876,22.4702194240691,1.67108312641843,0.352305730647158,0.319154406708374,"stable",1.13028128623734
"N-acetyl-L-ornithine","Com_1088_pos","N-acetyl-L-ornithine","C7 H14 N2 O3",174.10073,1.495,175.10801,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",17135372.4,17575744.03,19472392.9,20077491.26,27755598.51,24.4926755716,24.1041611618887,0.388514409711238,0.3330158965392,0.311967292558517,"stable",1.18609212831615
"Guanosine monophosphate","Com_1150_pos","Guanosine monophosphate","C10 H14 N5 O8 P",363.0583,1.688,364.06559,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",93790611.81,92161130.6400001,102687740.3,105085084.7,96805165.4599999,26.5877816841838,26.5180946582621,0.0696870259217093,0.448043474635956,0.348797114084583,"stable",0.721934848938728
"Octanedioic acid","Com_1190_pos","Octanedioic acid","C8 H14 O4",174.08955,5.723,197.07877,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",35031949.63,34543532.57,31641745.61,37026264.24,34335279.55,25.0876170172536,25.006468697438,0.0811483198155791,0.357756864778135,0.321100311423387,"stable",0.846541770479038
"6-Deoxy-D-glucose","Com_1211_pos","6-Deoxy-D-glucose","C6 H12 O5",164.06872,5.876,165.07601,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",525855.7139,483407.5683,477890.8238,472531.5772,445361.7462,18.8073346676505,18.9178365172755,-0.110501849625049,0.177749444402279,0.246770006293442,"stable",1.08956070060267
"D-2-Aminoadipic acid","Com_1337_pos","D-2-Aminoadipic acid","C6 H11 N O4",161.06908,1.48,162.07636,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",20842202.04,20855250.63,22516295.28,18571878.86,18425845.33,24.1409219560281,24.3504592754565,-0.209537319428428,0.0274832410569486,0.134290087367082,"stable",1.44092970996466
"LPC O-18:0","Com_1464_pos","LPC O-18:0","C26 H56 N O6 P",509.3853,10.854,510.3926,"No results","Full match","No results",NA,NA,NA,NA,41467913.56,34518432.29,26462459.18,22416999.21,26490240.5,24.5385237194063,25.0012665118712,-0.462742792464862,0.130779398217514,0.218039950296986,"stable",1.11307819395566
"Glycerol-3-phosphate","Com_1618_pos","Glycerol-3-phosphate","C3 H9 O6 P",172.01386,1.517,155.01055,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","Glycerophosphates",6987874.384,6475610.64099999,6911115.662,6376504.79900001,6241335.504,22.5888788751055,22.6944980830997,-0.105619207994284,0.076805037719479,0.182815118051279,"stable",1.24023114973176
"Acetylcarnitine","Com_1701_pos","Acetylcarnitine","C9 H17 N O4",203.11616,5.783,204.12346,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",11484248.22,11460090.35,11634178.47,10542850.45,9885094.08399999,23.283292454579,23.4583780565835,-0.175085602004408,0.158713930765139,0.236119861275719,"stable",1.46142092865821
"5-Hydroxytryptophan","Com_1711_pos","5-Hydroxytryptophan","C11 H12 N2 O3",220.08525,5.051,221.09252,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Serotonins",5845225.499,5766377.824,4081793.055,6422490.679,6581080.507,22.632297250294,22.2996109329539,0.332686317340094,0.187503465701983,0.251694037277844,"stable",1.02144674834719
"L-Cystathionine","Com_1850_pos","L-Cystathionine","C7 H14 N2 O4 S",222.06754,3.162,223.07474,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-cysteine-S-conjugates",1394229.281,1274949.789,1280341.908,1462848.876,3006200.096,20.9999294568508,20.3270476986579,0.672881758192904,0.417532519886584,0.340297908949269,"stable",1.09242494479403
"L-Carnitine","Com_1857_pos","L-Carnitine","C7 H15 N O3",161.10538,2.005,162.11266,"No results","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Quaternary ammonium salts","Carnitines",129416030,134237715.4,146058493.5,110136577.6,105016064.1,26.6803766164825,27.0232089756283,-0.342832359145831,0.0117807899936608,0.109475430148277,"down",1.45793505243804
"D-Glucosamine 6-phosphate","Com_1890_pos","D-Glucosamine 6-phosphate","C6 H14 N O8 P",259.04632,1.43,260.0536,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexose phosphates",1330880.817,3870002.37,3140145.342,1686147.578,1854742.677,20.7540434974498,21.2700842915589,-0.516040794109074,0.387819290384037,0.331217538582838,"stable",0.679868206520782
"Valproic acid","Com_2224_pos","Valproic acid","C8 H16 O2",144.11511,5.919,306.26416,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",5631357.818,8994190.82799999,7411519.796,7532908.21699999,7046032.635,22.7965776234272,22.7823171448792,0.0142604785479286,0.949495358526965,0.494713828867092,"stable",0.0499144208010169
"Bicyclo prostaglandin E2","Com_2245_pos","Bicyclo prostaglandin E2","C20 H30 O4",351.23891,6.278,352.24618,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",33334461.31,31114753.42,33258566.75,29840845.32,27910960.89,24.7825567627967,24.9562764057054,-0.173719642908726,0.101013076265615,0.199697623922007,"stable",1.35708061617627
"18-β-Glycyrrhetinic acid","Com_2584_pos","18-β-Glycyrrhetinic acid","C30 H46 O4",470.34786,5.368,471.35513,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids",841591.1857,807527.6438,778259.671,736165.1754,750674.312599999,19.5037487845174,19.6252680884715,-0.121519303954091,0.0508931689945496,0.163242193039014,"stable",1.31842545154526
"2-Arachidonyl Glycerol ether","Com_2711_pos","2-Arachidonyl Glycerol ether","C23 H40 O3",364.29575,11.183,365.30303,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Endocannabinoids","Not available","Endocannabinoids",18579873.37,13259325.02,12776202.59,14610830.18,12396130.46,23.6819606627503,23.8048990305973,-0.122938367847052,0.597420600464719,0.387233378449816,"stable",0.441567205699358
"Dl-Lanthionine","Com_2908_pos","Dl-Lanthionine","C6 H12 N2 O4 S",208.05226,6.304,209.05953,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Cysteine and derivatives",10345823.05,11011513.13,10747319.91,10363446.63,1534218.692,21.927036632528,23.3508426927418,-1.42380606021387,0.489543919205388,0.359204863729135,"stable",0.968249079898877
"Asp-Phe","Com_2930_pos","Asp-Phe","C13 H16 N2 O5",280.10636,4.9,281.11363,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",2736951.702,2038699.188,4188947.323,3712091.155,3236123.596,21.7248179929101,21.4471707821014,0.277647210808748,0.460415996071952,0.35203038053549,"stable",0.581289325269129
